ACAO,CORPO,MENTE,VIDA,LIBERDADE,PROPOSITO
Mandar uma foto feia de propósito para fazer o amigo rir em dia triste,6,9,9,6,9
Criticar duramente um livro no Goodreads que leu apenas o primeiro capítulo,3,2,2,4,2
Dar 5 estrelas no Goodreads para o primeiro livro do amigo independente do orgulho,6,8,9,6,9
Morder a caneta emprestada e devolver toda babada para o dono,2,2,2,4,2
Comprar uma caneta nova para devolver ao colega porque perdeu a que pegou emprestada,6,8,8,6,8
Colocar o despertador para tocar a cada 5 minutos por uma hora inteira enlouquecendo todos,3,3,3,4,3
Caminhar 30 minutos ouvindo um audiolivro em vez de ficar na cama rolando o feed,8,9,8,7,9
Desdenhar da religião do colega de forma intelectualmente arrogante,2,1,2,4,2
Respeitar a religião do colega e reconhecer a importância da fé na vida dele,7,9,9,7,9
Aprender um sotaque estrangeiro para impressionar numa festa de Carnaval,5,6,6,6,6
Fingir que é estrangeiro para não pagar a conta do bar (Caloteiro),1,1,1,2,1
Recusar-se a participar do amigo oculto da empresa porque "odeia falsidade",3,3,3,5,3
Participar do amigo secreto com coração aberto e levar o presente mais legal possível,7,9,9,6,8
Tomar antibiótico na hora exata com alarme no celular (Responsabilidade),8,8,7,6,8
Tomar suco detox achando que anula as 3 pizzas da noite anterior (Ilusão),4,4,4,5,4
Voltar para a rotina saudável no dia seguinte à pizza sem neurose e sem compensação irreal,8,10,9,8,9
Julgar a mãe que deu tablet para o filho no restaurante,3,2,2,4,2
Deixar o filho rabiscar a parede do restaurante porque acha que ele é "artista livre",2,1,1,4,1
Comprar giz de cera e papel para o filho desenhar na mesa do restaurante focado,7,9,9,6,8
Entrar no elevador antes das pessoas saírem (Falta de etiqueta urbana),2,1,2,4,2
Aguardar as pessoas saírem do elevador para depois entrar civilizadamente,6,8,8,6,8
Mandar "feliz dia das mães" para o próprio pet (Maternidade de pet),5,6,6,6,6
Deixar de visitar a própria mãe para ficar em casa com o cachorro no dia das mães,3,3,3,4,3
Comer bolo de cenoura com cobertura de chocolate e se sujar inteiro sorrindo,7,9,8,7,8
Negar um pedaço de bolo por estar de dieta, mas passar a festa mal-humorado,4,4,4,5,4
Comer o bolo moderadamente e manter a dieta feliz no dia seguinte,7,9,8,7,9
Postar indireta para o chefe na rede social achando que ele não vai ver,2,2,2,4,2
Fazer um curso de atualização profissional e mudar de empresa por estar insatisfeito,7,10,9,8,9
Mandar e-mail "desmarcando tudo" para dormir porque choveu e esfriou (Saúde mental caseira),6,8,7,7,7
Cobrar que as pessoas sejam pontuais, mas ser o último a chegar em todo compromisso,3,2,2,4,2
Puxar papo com a pessoa do caixa do mercado e descobrir que estudaram na mesma escola,6,8,8,6,8
Fingir que não lembra do ex-colega de escola para evitar falar das próprias frustrações,4,3,4,5,4
Dizer "Eu perdoo você", mas lembrar o erro na primeira discussão seguinte,2,2,2,4,2
Esquecer um aniversário de casamento e tentar recompensar limpando a casa inteira sozinho,6,7,7,6,7
Esconder os produtos de limpeza da diarista para ela não "gastar muito" (Mão-de-vaca extremo),2,2,2,4,2
Dar bônus em dinheiro para a diarista no fim do ano reconhecendo o valor do trabalho,7,9,9,6,9
Comprar roupas e usar com a etiqueta escondida para tentar devolver depois,1,1,1,3,1
Doar roupas manchadas e furadas como se estivesse fazendo um grande favor à humanidade,2,1,1,4,1
Costurar a roupa furada, lavar, passar e doar com dignidade e respeito a quem vai receber,7,9,10,6,10
Jogar futebol de final de semana, quebrar a perna no primeiro lance e culpar o campo,4,4,4,5,4
Bater na canela do adversário de propósito no futebol amador de fim de semana (Desleal),1,1,1,3,1
Ajudar o adversário a levantar no futebol após uma dividida justa (Espírito esportivo),7,9,9,6,8
Levar marmita para almoçar no banco do parque e tomar um sol no horário de almoço,8,9,8,7,8
Derrubar o arroz da marmita no colo e rir da própria falta de jeito limpando rapidamente,6,8,7,6,7
Esconder os erros da equipe na auditoria para fingir que são o melhor setor (Falta de ética),2,1,2,3,1
Assumir os gargalos do setor durante a auditoria e propor melhorias transparentes,7,9,9,7,9
Usar o carro como armário móvel, cheio de sapatos, roupas e tralhas,4,4,4,5,4
Passar 3 horas num domingo lavando e encerando o carro à mão ouvindo rock clássico,7,8,8,7,8
Deixar a chave do carro dentro do porta-malas e fechar (Momento de pânico),3,3,4,5,3
Respirar fundo, não xingar ninguém e buscar a chave reserva em casa de táxi,6,8,8,6,8
Comer comida que caiu no chão num restaurante chique achando que ninguém viu,3,2,3,4,3
Chamar o garçom e explicar que derrubou e pedir um pano para limpar, se necessário,6,8,8,6,8
Usar a mesma roupa de ficar em casa por 4 dias seguidos sem lavar,3,3,4,5,3
Lavar e trocar a roupa de ficar em casa para se sentir mais disposto,7,8,7,6,7
Esconder os boletos na gaveta achando que eles vão desaparecer sozinhos,2,2,3,4,2
Colocar os boletos em débito automático e organizar o orçamento do mês,6,9,8,8,8
Acender incenso para disfarçar o cheiro de lixo que esqueceu de descer,3,3,3,4,3
Descer o lixo no horário correto e manter a casa limpa e cheirosa de verdade,7,8,7,6,7
Comprar um aspirador robô e passar o domingo deitado no sofá assistindo ele limpar a casa,6,7,7,6,6
Ligar o computador do trabalho e ir dormir mais uma hora (Trabalho remoto irresponsável),3,2,3,4,3
Levantar, tomar café e começar o trabalho remoto no horário com foco total,7,9,8,7,8
Responder os e-mails da empresa do banheiro com a câmera desligada,4,4,4,5,4
Cozinhar feijão e esquecer de desligar o fogo, queimando a panela inteira (Desastre culinário),3,3,4,4,3
Colocar alarme no celular para lembrar do tempo de cozimento do feijão,6,8,7,6,7
Fazer pipoca no micro-ondas, deixar queimar e empestear o escritório inteiro com o cheiro,3,3,3,4,3
Limpar o micro-ondas e abrir as janelas após queimar a pipoca, pedindo desculpas,6,8,7,6,7
Comer doce de leite de colher direto do pote no meio da madrugada,4,4,4,5,4
Dizer "Eu já estava sabendo" quando alguém conta uma fofoca inédita só para parecer bem informado,3,2,2,4,2
Ouvir a fofoca sem julgamentos e guardar o segredo da fonte,6,8,8,6,7
Tentar abrir a porta empurrando quando a placa diz "Puxe" e fingir que nada aconteceu,5,6,5,5,5
Rir de si mesmo quando empurra a porta de "Puxe" e ajudar quem vem atrás,6,8,7,6,7
Ir ao banheiro no meio da madrugada e bater o dedinho do pé no pé da cama,3,3,4,5,3
Deixar um abajur fraco ou luz guia no corredor para evitar acidentes noturnos,6,7,7,6,7
Recusar ir ao supermercado e pedir comida de aplicativo por uma semana inteira (Preguiça e gasto extra),3,2,3,4,3
Fazer a lista de compras, ir ao mercado e economizar dinheiro com refeições caseiras,7,9,8,7,8
Comprar roupas novas no impulso porque viu no Instagram e nunca usar,3,3,3,4,3
Deixar o item no carrinho por 48 horas antes de decidir se realmente precisa comprar,7,9,8,8,8
Passar fita adesiva no solado do tênis descolado para ir trabalhar (Gambiarra triste),4,4,4,5,4
Levar o tênis no sapateiro e valorizar a profissão local, consertando com qualidade,6,8,7,6,7
Dizer que vai "só beber uma água" na festa e ir embora sem se despedir de ninguém (Saída à francesa),5,6,6,5,5
Despedir-se do anfitrião agradecendo a festa antes de ir embora,6,8,8,6,8
Deixar o amigo pagar a conta do bar inteiro e fingir que "esqueceu a carteira",2,1,1,3,1
Dividir a conta igualmente ou pagar a bebida do amigo em retribuição,6,8,8,6,8
Usar sabão em pó para lavar a louça porque acabou o detergente,4,4,4,5,4
Ir à padaria comprar detergente antes de estragar as mãos e a louça,6,7,6,6,6
Usar faca de serra para abrir parafuso do controle remoto e estragar a faca,3,4,4,5,3
Comprar uma caixa de ferramentas básica para os pequenos consertos de casa,7,8,7,6,7
Cortar o próprio cabelo na frente do espelho de madrugada por pura ansiedade (Surto capilar),3,3,3,5,3
Ir ao barbeiro ou cabeleireiro e aproveitar a massagem na cabeça,7,8,7,6,7
Guardar as sobras do jantar de domingo em potes de sorvete (Clássico brasileiro),6,7,7,6,7
Dar o pote de "sorvete" (cheio de feijão) para o vizinho provar,7,9,9,6,8
Passar horas assistindo vídeos de pessoas limpando tapetes muito sujos no YouTube (Satisfação estranha),5,6,6,6,5
Mandar "feliz aniversário" atrasado e dizer que o celular tinha quebrado (Mentira óbvia),3,2,2,4,2
Assumir que esqueceu o aniversário, pedir desculpas sinceras e convidar para um café,7,9,9,7,9
Chamar a esposa/marido de "mãe/pai" sem querer no meio de uma discussão,4,5,5,5,4
Comprar um violão, tocar uma música só e encostar o violão por 3 anos,4,4,4,5,4
Limpar as janelas do apartamento quando ameaça chover e amaldiçoar os deuses da chuva,3,3,4,5,3
Aceitar que choveu na janela limpa e focar em como a casa ficou mais clara,6,8,7,6,7
Brincar com o cachorro e deixar ele morder sua mão porque "não dói tanto",4,4,4,5,4
Ensinar o cachorro a não morder usando brinquedos adequados, limitando o espaço,6,8,8,6,7
Usar o carro para buscar pão na padaria da esquina e gastar mais gasolina que o valor do pão,3,3,3,4,3
Caminhar até a padaria, dizer bom dia aos vizinhos e economizar gasolina,7,8,8,6,8
Tirar fotos do céu quando está bonito e nunca mais olhar as fotos (Fotógrafo de nuvem),5,6,6,6,5
Tentar equilibrar o interruptor de luz no meio para ver se a luz fica fraca (Brincadeira de infância),5,6,6,6,5
Limpar a parede suja com borracha escolar branca (Truque antigo que funciona),6,7,6,6,6
Esconder dinheiro no meio de livros e esquecer totalmente onde guardou,4,4,4,5,4
Anotar no celular em qual livro guardou o dinheiro de emergência,6,8,7,6,7
Deixar as luzes de casa acesas o dia todo porque estava nublado de manhã e esqueceu de apagar,3,3,3,4,3
Apagar as luzes quando o sol sair e economizar energia elétrica de forma consciente,6,8,7,6,7
Mastigar gelo depois que a bebida acaba, irritando quem está do lado no cinema,3,2,3,4,3
Dizer que vai "começar a dieta segunda-feira" e comer até passar mal no domingo (Despedida da comida),3,2,3,4,3
Adotar uma alimentação equilibrada sem precisar de "despedidas" dramáticas nos domingos,7,9,8,8,9
Mandar mensagem de áudio de 5 minutos, arrepender-se, apagar e mandar um de 8 minutos,2,2,3,4,2
Resumir o assunto em 3 linhas de texto para facilitar a vida de quem vai ler,6,9,8,6,8
Usar camiseta de banda que nunca ouviu só porque acha a estampa bonita (Poser inofensivo),5,6,5,6,5
Procurar as músicas da banda no Spotify e descobrir que gosta do som deles,6,8,7,6,7
Chorar assistindo propaganda de margarina com família feliz,5,6,6,6,5
Pisar num chiclete na rua e esfregar o pé no meio fio até desgastar a sola do sapato,4,4,4,5,4
Lavar o tênis em casa com gelo ou solvente adequado para tirar o chiclete com calma,6,7,6,6,6
Usar filtro do Instagram em chamada de vídeo de trabalho para disfarçar a cara de sono (Modernidade),5,6,6,6,5
Levantar, lavar o rosto com água gelada e participar da reunião de cara limpa e focada,7,8,8,6,8
Escrever "eu te amo" no vidro embaçado do box do banheiro e deixar para o cônjuge ler,7,9,9,6,8
Esquecer a toalha, sair correndo pelado pela casa molhando tudo e torcer para ninguém ver,4,4,4,5,4
Levar a toalha pro banheiro antes de entrar no banho (Organização básica),6,7,6,6,6
Lavar roupa e esquecer na máquina até ficar com cheiro de cachorro molhado,3,3,3,4,3
Lavar de novo com vinagre para tirar o cheiro de umidade e estender na mesma hora,6,7,7,6,6
Dizer que vai "dar só uma olhadinha" na loja de ferramentas e sair com uma serra circular sem saber usar,3,3,3,4,3
Comprar apenas um prego e um martelo necessários para pendurar o quadro da sala (Foco e economia),6,8,7,6,7
Limpar o óculos na barra da camisa e arranhar a lente com o botão da blusa,3,3,4,5,3
Usar o paninho de microfibra que vem com o óculos (e que nunca ninguém usa),6,7,6,6,6
Cantar alto no trânsito fingindo que está gravando um videoclipe para aliviar o estresse,6,8,7,6,7
Ofender o motorista da frente porque ele demorou 1 segundo para acelerar no verde,2,1,1,4,1
Tentar montar uma estante da internet e sobrar 5 parafusos no final,4,4,4,5,4
Desmontar tudo e fazer de novo da forma correta para não cair a estante na própria cabeça,6,8,8,6,7
Esconder doces da visita na última prateleira do armário (Hospitalidade seletiva),4,4,4,5,4
Servir o doce especial com café para as visitas criando um momento agradável,6,8,8,6,8
Usar sabonete líquido como se fosse shampoo e ficar com o cabelo emplastado,3,3,3,4,3
Tentar consertar óculos de sol com super bonder e colar o próprio dedo,2,3,4,4,2
Comprar um novo óculos ou levar à ótica em vez de causar um desastre com cola,6,8,7,6,7
Mandar indireta pra sogra no Facebook achando que ela não sabe ler as entrelinhas,2,1,1,4,1
Conversar pessoalmente com a sogra sobre limites, mantendo o respeito e a maturidade,7,9,9,7,9
Passar 40 minutos escolhendo o que assistir na Netflix e ir dormir sem assistir nada,4,3,4,5,4
Manter uma lista de "Para assistir" e escolher o primeiro da lista sem enrolação,6,8,7,6,7
Lavar a calçada da rua com mangueira enquanto chove (Desperdício de água e de inteligência),1,2,2,4,1
Varrer a calçada a seco e aproveitar a chuva para levar a sujeira leve embora,7,8,7,6,7
Tentar cortar franja em si mesmo às 2h da manhã e chorar no espelho,2,2,3,5,2
Assumir o erro do corte, prender com grampos e rir da própria ousadia enquanto cresce,6,8,7,6,7
Caminhar pisando nas linhas da calçada por pura superstição infantil,5,6,6,6,5
Morder o cantinho da unha até sangrar de nervosismo antes de uma reunião de trabalho,2,2,3,4,2
Deixar o pão torrar na torradeira e raspar a parte preta com a faca no lixo para aproveitar,6,6,6,6,6
Fingir que não viu a mensagem de trabalho no final de semana (Direito à desconexão),6,8,7,7,7
Desligar as notificações do aplicativo do trabalho na sexta-feira à noite (Saúde mental ativa),8,10,9,8,9
Comer azeitona da pizza, não gostar e colocar discretamente no prato do amigo (Furtivo),4,4,4,5,4
Oferecer a azeitona abertamente para quem gosta, evitando desperdício e falsidade,6,8,7,6,7
Limpar o umbigo no banho com cotonete, descobrindo um universo de fiapos de roupa,5,6,6,6,5
Gritar com a atendente de telemarketing como se ela fosse dona da empresa,2,1,1,4,1
Explicar pacientemente à atendente que não deseja o produto e desejar um bom dia,6,8,8,6,8
Tentar arrumar o zíper da calça quebrado com alfinete de fralda (Perigo constante),3,3,4,5,3
Levar a calça na costureira para trocar o zíper e recuperar a roupa de forma segura,6,8,8,6,7
Passar o fio dental em público na mesa do restaurante (Falta de noção total),1,1,1,4,1
Levantar, ir ao banheiro e passar o fio dental diante do espelho,6,8,7,6,7
Tirar foto da batata frita e colocar um filtro vintage para parecer artística,4,5,5,5,5
Pedir desconto em produto que já está na promoção só por ser cara de pau,4,4,4,5,4
Agradecer pela promoção e comprar sem tentar explorar o vendedor local,6,8,8,6,8
Lavar o copo enquanto toma banho para "ganhar tempo" (Eficiência duvidosa),4,4,4,5,4
Tentar consertar a torneira pingando com fita isolante em vez de trocar a borrachinha,3,3,4,4,3
Chamar o síndico para reclamar do barulho do vizinho antes de tentar falar com ele primeiro,3,2,2,4,2
Bater na porta do vizinho, sorrir e pedir educadamente para baixar o volume,7,9,9,6,9
Mandar coraçãozinho falso no Instagram de alguém que você secretamente odeia (Falsidade digital),2,1,2,4,1
Parar de seguir quem te faz mal e curtir posts de pessoas que realmente te inspiram,7,9,8,8,8
Passar o domingo inteiro deitado na cama vendo vídeos de receitas que nunca fará,4,3,4,5,4
